Unnamed: 0,District,City,year,pm25,pm10,so2,o3,no2,co,AVG
9841,부산광역시,부산광역시,2020,22.0,34.0,0.004,0.027,0.02,0.4,83.17
9842,부산광역시,부산광역시,2020,16.0,33.0,0.003,0.034,0.016,0.4,83.17
9843,부산광역시,부산광역시,2020,17.0,36.0,0.003,0.044,0.014,0.4,83.17
9844,부산광역시,부산광역시,2020,17.0,32.0,0.004,0.041,0.014,0.4,83.17
9845,부산광역시,부산광역시,2020,15.0,27.0,0.004,0.04,0.015,0.4,83.17
9846,부산광역시,부산광역시,2020,10.0,18.0,0.003,0.028,0.014,0.3,83.17
9847,부산광역시,부산광역시,2020,19.0,31.0,0.004,0.026,0.011,0.3,83.17
9848,부산광역시,부산광역시,2020,13.0,24.0,0.003,0.035,0.012,0.4,83.17
9849,부산광역시,부산광역시,2020,17.0,31.0,0.004,0.023,0.02,0.4,83.17
9850,부산광역시,부산광역시,2020,21.0,33.0,0.003,0.022,0.02,0.4,83.17
9851,부산광역시,부산광역시,2020,17.145,30.0,0.003,0.033,0.017,0.4,83.17
9852,서울특별시,서울특별시,2010,33.971,59.0,0.008,0.011,0.044,0.8,82.19
9853,서울특별시,서울특별시,2010,28.666,50.0,0.006,0.016,0.039,0.7,82.19
9854,서울특별시,서울특별시,2010,31.95,61.0,0.005,0.024,0.032,0.5,82.19
9855,서울특별시,서울특별시,2010,25.683,49.0,0.004,0.026,0.035,0.5,82.19
9856,서울특별시,서울특별시,2010,28.656,56.0,0.005,0.03,0.035,0.5,82.19
9857,서울특별시,서울특별시,2010,25.128,51.0,0.004,0.033,0.035,0.4,82.19
9858,서울특별시,서울특별시,2010,19.183,33.0,0.004,0.023,0.024,0.4,82.19
9859,서울특별시,서울특별시,2010,19.097,32.0,0.004,0.018,0.026,0.4,82.19
9860,서울특별시,서울특별시,2010,16.007,25.0,0.003,0.015,0.026,0.4,82.19
9861,서울특별시,서울특별시,2010,23.409,41.0,0.004,0.014,0.035,0.5,82.19
9862,서울특별시,서울특별시,2010,38.501,71.0,0.005,0.013,0.038,0.7,82.19
9863,서울특별시,서울특별시,2010,35.269,62.0,0.006,0.01,0.035,0.7,82.19
9864,서울특별시,서울특별시,2011,26.911,44.0,0.007,0.013,0.035,0.7,82.58
9865,서울특별시,서울특별시,2011,41.299,75.0,0.007,0.012,0.047,0.9,82.58
9866,서울특별시,서울특별시,2011,33.757,65.0,0.005,0.026,0.03,0.5,82.58
9867,서울특별시,서울특별시,2011,28.784,56.0,0.005,0.028,0.036,0.5,82.58
9868,서울특별시,서울특별시,2011,36.317,72.0,0.005,0.028,0.034,0.5,82.58
9869,서울특별시,서울특별시,2011,23.46,44.0,0.005,0.031,0.031,0.5,82.58
9870,서울특별시,서울특별시,2011,17.381,28.0,0.004,0.017,0.026,0.4,82.58
9871,서울특별시,서울특별시,2011,17.118,27.0,0.004,0.018,0.023,0.4,82.58
9872,서울특별시,서울특별시,2011,17.248,29.0,0.003,0.021,0.025,0.4,82.58
9873,서울특별시,서울특별시,2011,24.216,42.0,0.004,0.014,0.038,0.6,82.58
9874,서울특별시,서울특별시,2011,23.054,38.0,0.005,0.012,0.036,0.6,82.58
9875,서울특별시,서울특별시,2011,27.943,46.0,0.006,0.01,0.035,0.7,82.58
9876,서울특별시,서울특별시,2012,35.384,60.0,0.009,0.011,0.037,0.8,82.94
9877,서울특별시,서울특별시,2012,29.427,50.0,0.007,0.015,0.035,0.7,82.94
9878,서울특별시,서울특별시,2012,25.07,46.0,0.005,0.025,0.031,0.5,82.94
9879,서울특별시,서울특별시,2012,26.933,51.0,0.005,0.026,0.034,0.5,82.94
9880,서울특별시,서울특별시,2012,26.696,52.0,0.006,0.034,0.034,0.5,82.94
9881,서울특별시,서울특별시,2012,21.011,40.0,0.005,0.036,0.025,0.4,82.94
9882,서울특별시,서울특별시,2012,17.332,28.0,0.004,0.021,0.022,0.4,82.94
9883,서울특별시,서울특별시,2012,14.316,22.0,0.003,0.024,0.019,0.4,82.94
9884,서울특별시,서울특별시,2012,16.46,27.0,0.004,0.021,0.026,0.4,82.94
9885,서울특별시,서울특별시,2012,19.813,33.0,0.004,0.017,0.031,0.5,82.94
9886,서울특별시,서울특별시,2012,25.196,42.0,0.005,0.012,0.033,0.6,82.94
9887,서울특별시,서울특별시,2012,25.331,41.0,0.006,0.011,0.037,0.7,82.94
9888,서울특별시,서울특별시,2013,36.701,64.0,0.008,0.012,0.045,0.9,83.3
9889,서울특별시,서울특별시,2013,25.589,45.0,0.006,0.018,0.038,0.6,83.3
9890,서울특별시,서울특별시,2013,29.033,55.0,0.006,0.023,0.037,0.5,83.3
9891,서울특별시,서울특별시,2013,27.043,52.0,0.006,0.031,0.034,0.5,83.3
9892,서울특별시,서울특별시,2013,27.966,55.0,0.006,0.034,0.035,0.5,83.3
9893,서울특별시,서울특별시,2013,20.84,40.0,0.005,0.033,0.03,0.4,83.3
9894,서울특별시,서울특별시,2013,19.732,34.0,0.004,0.024,0.022,0.4,83.3
9895,서울특별시,서울특별시,2013,19.635,35.0,0.004,0.027,0.024,0.4,83.3
9896,서울특별시,서울특별시,2013,16.686,28.0,0.004,0.023,0.026,0.4,83.3
9897,서울특별시,서울특별시,2013,17.425,29.0,0.004,0.017,0.03,0.4,83.3
9898,서울특별시,서울특별시,2013,24.886,42.0,0.005,0.012,0.036,0.6,83.3
9899,서울특별시,서울특별시,2013,32.243,55.0,0.007,0.009,0.043,0.8,83.3
9900,서울특별시,서울특별시,2014,32.602,57.0,0.007,0.009,0.042,0.7,83.6
9901,서울특별시,서울특별시,2014,31.212,57.0,0.006,0.016,0.039,0.6,83.6
9902,서울특별시,서울특별시,2014,31.322,60.0,0.007,0.025,0.037,0.5,83.6
9903,서울특별시,서울특별시,2014,29.517,58.0,0.006,0.028,0.04,0.5,83.6
9904,서울특별시,서울특별시,2014,31.129,63.0,0.006,0.041,0.032,0.5,83.6
9905,서울특별시,서울특별시,2014,19.875,38.0,0.005,0.037,0.026,0.4,83.6
9906,서울특별시,서울특별시,2014,20.649,38.0,0.005,0.033,0.023,0.4,83.6
9907,서울특별시,서울특별시,2014,17.12,29.0,0.004,0.025,0.024,0.4,83.6
9908,서울특별시,서울특별시,2014,16.73,29.0,0.004,0.023,0.03,0.4,83.6
9909,서울특별시,서울특별시,2014,18.97,33.0,0.005,0.017,0.035,0.4,83.6
9910,서울특별시,서울특별시,2014,26.18,45.0,0.006,0.012,0.039,0.6,83.6
9911,서울특별시,서울특별시,2014,26.9,44.0,0.006,0.012,0.034,0.7,83.6
9912,서울특별시,서울특별시,2015,25.0,49.0,0.007,0.011,0.037,0.7,83.9
9913,서울특별시,서울특별시,2015,30.0,84.0,0.007,0.016,0.036,0.7,83.9
9914,서울특별시,서울특별시,2015,30.0,71.0,0.007,0.022,0.04,0.6,83.9
9915,서울특별시,서울특별시,2015,21.0,45.0,0.005,0.028,0.033,0.5,83.9
9916,서울특별시,서울특별시,2015,22.0,45.0,0.006,0.033,0.032,0.4,83.9
9917,서울특별시,서울특별시,2015,20.0,35.0,0.005,0.038,0.025,0.4,83.9
9918,서울특별시,서울특별시,2015,19.0,30.0,0.005,0.027,0.021,0.4,83.9
9919,서울특별시,서울특별시,2015,22.0,34.0,0.005,0.029,0.023,0.4,83.9
9920,서울특별시,서울특별시,2015,16.0,28.0,0.004,0.025,0.027,0.4,83.9
9921,서울특별시,서울특별시,2015,21.0,33.0,0.005,0.012,0.034,0.6,83.9
9922,서울특별시,서울특별시,2015,28.0,48.0,0.006,0.009,0.039,0.7,83.9
9923,서울특별시,서울특별시,2015,24.435,44.0,0.005,0.019,0.035,0.5,83.9
9924,서울특별시,서울특별시,2016,27.0,50.0,0.006,0.014,0.035,0.6,84.21
9925,서울특별시,서울특별시,2016,23.0,45.0,0.006,0.018,0.034,0.6,84.21
9926,서울특별시,서울특별시,2016,32.0,64.0,0.006,0.025,0.038,0.6,84.21
9927,서울특별시,서울특별시,2016,30.0,71.0,0.005,0.031,0.036,0.5,84.21
9928,서울특별시,서울특별시,2016,29.0,56.0,0.005,0.039,0.031,0.5,84.21
9929,서울특별시,서울특별시,2016,28.0,46.0,0.005,0.037,0.028,0.4,84.21
9930,서울특별시,서울특별시,2016,21.0,33.0,0.004,0.025,0.024,0.4,84.21
9931,서울특별시,서울특별시,2016,22.0,34.0,0.004,0.03,0.023,0.4,84.21
9932,서울특별시,서울특별시,2016,23.0,37.0,0.004,0.027,0.026,0.5,84.21
9933,서울특별시,서울특별시,2016,28.0,52.0,0.005,0.014,0.035,0.6,84.21
9934,서울특별시,서울특별시,2016,30.0,48.0,0.005,0.009,0.036,0.7,84.21
9935,서울특별시,서울특별시,2016,22.193,38.0,0.004,0.018,0.029,0.5,84.21
9936,서울특별시,서울특별시,2017,32.0,53.0,0.005,0.035,0.035,0.7,84.54
9937,서울특별시,서울특별시,2017,28.0,46.0,0.005,0.018,0.035,0.6,84.54
9938,서울특별시,서울특별시,2017,39.0,60.0,0.005,0.038,0.038,0.6,84.54
9939,서울특별시,서울특별시,2017,26.0,56.0,0.005,0.035,0.031,0.5,84.54
9940,서울특별시,서울특별시,2017,24.0,63.0,0.005,0.039,0.028,0.4,84.54
9941,서울특별시,서울특별시,2017,22.0,41.0,0.004,0.041,0.024,0.4,84.54
9942,서울특별시,서울특별시,2017,22.0,33.0,0.004,0.03,0.023,0.4,84.54
9943,서울특별시,서울특별시,2017,13.0,21.0,0.004,0.024,0.021,0.4,84.54
9944,서울특별시,서울특별시,2017,19.0,32.0,0.004,0.027,0.027,0.5,84.54
9945,서울특별시,서울특별시,2017,22.0,42.0,0.005,0.014,0.033,0.6,84.54
9946,서울특별시,서울특별시,2017,32.0,50.0,0.005,0.011,0.034,0.7,84.54
9947,서울특별시,서울특별시,2017,18.048,29.0,0.004,0.02,0.027,0.5,84.54
9948,서울특별시,서울특별시,2018,32.0,52.0,0.006,0.014,0.035,0.6,84.82
9949,서울특별시,서울특별시,2018,30.0,53.0,0.005,0.018,0.034,0.6,84.82
9950,서울특별시,서울특별시,2018,34.0,52.0,0.005,0.026,0.033,0.6,84.82
9951,서울특별시,서울특별시,2018,26.0,52.0,0.004,0.031,0.031,0.5,84.82
9952,서울특별시,서울특별시,2018,23.0,42.0,0.004,0.034,0.025,0.4,84.82
9953,서울특별시,서울특별시,2018,24.0,37.0,0.004,0.035,0.024,0.4,84.82
9954,서울특별시,서울특별시,2018,16.0,24.0,0.004,0.024,0.019,0.4,84.82
9955,서울특별시,서울특별시,2018,10.0,22.0,0.004,0.03,0.017,0.4,84.82
9956,서울특별시,서울특별시,2018,14.0,20.0,0.003,0.027,0.019,0.4,84.82
9957,서울특별시,서울특별시,2018,28.0,52.0,0.005,0.011,0.039,0.7,84.82
9958,서울특별시,서울특별시,2018,24.0,43.0,0.005,0.012,0.035,0.6,84.82
9959,서울특별시,서울특별시,2018,17.718,28.0,0.004,0.018,0.028,0.5,84.82
9960,서울특별시,서울특별시,2019,38.0,66.0,0.005,0.012,0.039,0.8,85.14
9961,서울특별시,서울특별시,2019,35.0,57.0,0.005,0.018,0.036,0.7,85.14
9962,서울특별시,서울특별시,2019,45.0,69.0,0.005,0.028,0.034,0.6,85.14
9963,서울특별시,서울특별시,2019,21.0,41.0,0.004,0.029,0.029,0.5,85.14
9964,서울특별시,서울특별시,2019,29.0,52.0,0.005,0.043,0.028,0.5,85.14
9965,서울특별시,서울특별시,2019,20.0,29.0,0.004,0.039,0.02,0.4,85.14
9966,서울특별시,서울특별시,2019,19.0,26.0,0.004,0.031,0.018,0.4,85.14
9967,서울특별시,서울특별시,2019,16.0,25.0,0.004,0.03,0.018,0.4,85.14
9968,서울특별시,서울특별시,2019,12.0,21.0,0.003,0.024,0.021,0.4,85.14
9969,서울특별시,서울특별시,2019,20.0,40.0,0.004,0.013,0.034,0.6,85.14
9970,서울특별시,서울특별시,2019,28.0,42.0,0.004,0.011,0.035,0.7,85.14
9971,서울특별시,서울특별시,2019,18.824,31.0,0.003,0.021,0.025,0.5,85.14
9972,서울특별시,서울특별시,2020,29.0,42.0,0.004,0.014,0.034,0.7,85.41
9973,서울특별시,서울특별시,2020,28.0,41.0,0.003,0.018,0.032,0.6,85.41
9974,서울특별시,서울특별시,2020,25.0,45.0,0.003,0.027,0.027,0.5,85.41
9975,서울특별시,서울특별시,2020,21.0,44.0,0.003,0.036,0.021,0.4,85.41
9976,서울특별시,서울특별시,2020,19.0,35.0,0.003,0.034,0.02,0.4,85.41
9977,서울특별시,서울특별시,2020,21.0,36.0,0.003,0.044,0.019,0.4,85.41
9978,서울특별시,서울특별시,2020,13.0,21.0,0.002,0.031,0.016,0.4,85.41
9979,서울특별시,서울특별시,2020,14.0,23.0,0.003,0.019,0.014,0.3,85.41
9980,서울특별시,서울특별시,2020,11.0,19.0,0.003,0.028,0.016,0.4,85.41
9981,서울특별시,서울특별시,2020,24.0,42.0,0.003,0.015,0.03,0.6,85.41
9982,서울특별시,서울특별시,2020,27.0,42.0,0.004,0.014,0.032,0.6,85.41
9983,서울특별시,서울특별시,2020,19.624,33.0,0.003,0.022,0.025,0.5,85.41
10020,세종특별자치시,세종특별자치시,2016,30.918,52.0,0.005,0.018,0.028,0.8,82.83
10021,세종특별자치시,세종특별자치시,2016,28.971,47.0,0.004,0.025,0.021,0.9,82.83
10022,세종특별자치시,세종특별자치시,2016,32.709,59.0,0.004,0.03,0.026,0.8,82.83
10023,세종특별자치시,세종특별자치시,2016,31.092,60.0,0.003,0.039,0.021,0.6,82.83
10024,세종특별자치시,세종특별자치시,2016,28.0,47.0,0.003,0.047,0.017,0.5,82.83
10025,세종특별자치시,세종특별자치시,2016,25.0,39.0,0.002,0.043,0.013,0.4,82.83
10026,세종특별자치시,세종특별자치시,2016,19.0,30.0,0.002,0.029,0.016,0.5,82.83
10027,세종특별자치시,세종특별자치시,2016,24.0,38.0,0.004,0.037,0.017,0.5,82.83
10028,세종특별자치시,세종특별자치시,2016,19.0,39.0,0.003,0.027,0.019,0.5,82.83
10029,세종특별자치시,세종특별자치시,2016,28.0,53.0,0.005,0.014,0.03,0.7,82.83
10030,세종특별자치시,세종특별자치시,2016,27.0,49.0,0.005,0.012,0.028,0.7,82.83
10031,세종특별자치시,세종특별자치시,2016,23.272,39.0,0.004,0.018,0.023,0.5,82.83
10032,세종특별자치시,세종특별자치시,2017,32.0,53.0,0.005,0.027,0.027,0.7,83.27
10033,세종특별자치시,세종특별자치시,2017,28.0,46.0,0.005,0.025,0.025,0.6,83.27
10034,세종특별자치시,세종특별자치시,2017,37.0,57.0,0.005,0.024,0.024,0.6,83.27
10035,세종특별자치시,세종특별자치시,2017,23.0,58.0,0.004,0.042,0.018,0.5,83.27
10036,세종특별자치시,세종특별자치시,2017,20.0,64.0,0.004,0.047,0.015,0.5,83.27
10037,세종특별자치시,세종특별자치시,2017,21.0,44.0,0.004,0.052,0.014,0.5,83.27
10038,세종특별자치시,세종특별자치시,2017,18.0,36.0,0.002,0.033,0.012,0.4,83.27
10039,세종특별자치시,세종특별자치시,2017,12.0,28.0,0.002,0.027,0.013,0.4,83.27
10040,세종특별자치시,세종특별자치시,2017,20.0,40.0,0.002,0.027,0.02,0.5,83.27
10041,세종특별자치시,세종특별자치시,2017,24.0,50.0,0.002,0.017,0.021,0.6,83.27
10042,세종특별자치시,세종특별자치시,2017,21.0,47.0,0.003,0.014,0.025,0.6,83.27
10043,세종특별자치시,세종특별자치시,2017,22.682,39.0,0.002,0.02,0.022,0.5,83.27
10044,세종특별자치시,세종특별자치시,2018,28.0,53.0,0.003,0.015,0.028,0.8,83.44
10045,세종특별자치시,세종특별자치시,2018,26.0,51.0,0.003,0.022,0.025,0.7,83.44
10046,세종특별자치시,세종특별자치시,2018,26.0,46.0,0.002,0.032,0.019,0.6,83.44
10047,세종특별자치시,세종특별자치시,2018,23.0,55.0,0.003,0.04,0.015,0.5,83.44
10048,세종특별자치시,세종특별자치시,2018,21.0,45.0,0.003,0.043,0.013,0.5,83.44
10049,세종특별자치시,세종특별자치시,2018,22.0,36.0,0.003,0.046,0.014,0.5,83.44
10050,세종특별자치시,세종특별자치시,2018,15.0,27.0,0.002,0.029,0.011,0.4,83.44
10051,세종특별자치시,세종특별자치시,2018,10.0,24.0,0.002,0.031,0.008,0.4,83.44
10052,세종특별자치시,세종특별자치시,2018,13.0,23.0,0.002,0.027,0.012,0.4,83.44
10053,세종특별자치시,세종특별자치시,2018,29.0,58.0,0.003,0.011,0.031,0.7,83.44
10054,세종특별자치시,세종특별자치시,2018,31.0,55.0,0.004,0.012,0.026,0.6,83.44
10055,세종특별자치시,세종특별자치시,2018,19.238,31.0,0.002,0.019,0.021,0.5,83.44
10056,세종특별자치시,세종특별자치시,2019,41.0,70.0,0.004,0.014,0.024,0.8,83.86
10057,세종특별자치시,세종특별자치시,2019,41.0,64.0,0.004,0.02,0.021,0.6,83.86
10058,세종특별자치시,세종특별자치시,2019,47.0,71.0,0.003,0.034,0.022,0.6,83.86
10059,세종특별자치시,세종특별자치시,2019,19.0,40.0,0.003,0.036,0.018,0.4,83.86
10060,세종특별자치시,세종특별자치시,2019,25.0,50.0,0.004,0.051,0.018,0.5,83.86
10061,세종특별자치시,세종특별자치시,2019,20.0,34.0,0.003,0.044,0.015,0.5,83.86
10062,세종특별자치시,세종특별자치시,2019,14.0,23.0,0.003,0.031,0.012,0.4,83.86
10063,세종특별자치시,세종특별자치시,2019,16.0,27.0,0.003,0.031,0.013,0.5,83.86
10064,세종특별자치시,세종특별자치시,2019,12.0,23.0,0.003,0.025,0.015,0.4,83.86
10065,세종특별자치시,세종특별자치시,2019,26.0,45.0,0.003,0.016,0.026,0.5,83.86
10066,세종특별자치시,세종특별자치시,2019,32.0,46.0,0.003,0.013,0.029,0.6,83.86
10067,세종특별자치시,세종특별자치시,2019,19.902,32.0,0.003,0.021,0.019,0.5,83.86
10068,세종특별자치시,세종특별자치시,2020,31.0,47.0,0.003,0.016,0.027,0.7,84.38
10069,세종특별자치시,세종특별자치시,2020,28.0,43.0,0.003,0.021,0.024,0.5,84.38
10070,세종특별자치시,세종특별자치시,2020,23.0,47.0,0.003,0.032,0.019,0.4,84.38
10071,세종특별자치시,세종특별자치시,2020,18.0,44.0,0.003,0.042,0.014,0.4,84.38
10072,세종특별자치시,세종특별자치시,2020,14.0,34.0,0.003,0.044,0.012,0.5,84.38
10073,세종특별자치시,세종특별자치시,2020,16.0,37.0,0.003,0.05,0.012,0.5,84.38
10074,세종특별자치시,세종특별자치시,2020,9.0,17.0,0.002,0.032,0.01,0.5,84.38
10075,세종특별자치시,세종특별자치시,2020,11.0,20.0,0.003,0.023,0.009,0.4,84.38
10076,세종특별자치시,세종특별자치시,2020,10.0,20.0,0.004,0.032,0.012,0.4,84.38
10077,세종특별자치시,세종특별자치시,2020,25.0,40.0,0.004,0.019,0.024,0.5,84.38
10078,세종특별자치시,세종특별자치시,2020,28.0,44.0,0.004,0.016,0.025,0.6,84.38
10079,세종특별자치시,세종특별자치시,2020,20.397,35.0,0.004,0.024,0.02,0.4,84.38
10080,울산광역시,울산광역시,2010,27.855,46.0,0.008,0.018,0.025,0.6,79.63
10081,울산광역시,울산광역시,2010,26.36,44.0,0.007,0.021,0.025,0.6,79.63
10082,울산광역시,울산광역시,2010,31.867,60.0,0.006,0.026,0.022,0.4,79.63
10083,울산광역시,울산광역시,2010,26.599,47.0,0.008,0.028,0.024,0.5,79.63
10084,울산광역시,울산광역시,2010,29.374,54.0,0.011,0.032,0.024,0.4,79.63
10085,울산광역시,울산광역시,2010,28.261,50.0,0.013,0.028,0.026,0.4,79.63
10086,울산광역시,울산광역시,2010,24.285,39.0,0.01,0.02,0.018,0.4,79.63
10087,울산광역시,울산광역시,2010,24.731,40.0,0.01,0.021,0.017,0.4,79.63
10088,울산광역시,울산광역시,2010,21.986,36.0,0.007,0.022,0.018,0.4,79.63
10089,울산광역시,울산광역시,2010,22.678,39.0,0.006,0.025,0.019,0.4,79.63
10090,울산광역시,울산광역시,2010,34.548,62.0,0.007,0.017,0.03,0.6,79.63
10091,울산광역시,울산광역시,2010,31.653,55.0,0.007,0.017,0.027,0.6,79.63
10092,울산광역시,울산광역시,2011,23.491,39.0,0.006,0.021,0.022,0.5,80.0
10093,울산광역시,울산광역시,2011,32.595,59.0,0.007,0.022,0.03,0.6,80.0
10094,울산광역시,울산광역시,2011,33.255,63.0,0.007,0.03,0.026,0.5,80.0
10095,울산광역시,울산광역시,2011,31.411,59.0,0.008,0.033,0.025,0.5,80.0
10096,울산광역시,울산광역시,2011,39.175,75.0,0.009,0.033,0.023,0.5,80.0
10097,울산광역시,울산광역시,2011,30.596,55.0,0.011,0.032,0.023,0.5,80.0
10098,울산광역시,울산광역시,2011,25.555,42.0,0.01,0.02,0.019,0.4,80.0
10099,울산광역시,울산광역시,2011,21.736,35.0,0.007,0.022,0.016,0.4,80.0
10100,울산광역시,울산광역시,2011,21.066,35.0,0.007,0.026,0.018,0.4,80.0
10101,울산광역시,울산광역시,2011,26.141,46.0,0.006,0.024,0.024,0.5,80.0
10102,울산광역시,울산광역시,2011,26.287,45.0,0.006,0.017,0.026,0.5,80.0
10103,울산광역시,울산광역시,2011,25.31,41.0,0.006,0.018,0.023,0.6,80.0
10104,울산광역시,울산광역시,2012,29.175,48.0,0.007,0.02,0.023,0.7,80.4
10105,울산광역시,울산광역시,2012,27.606,47.0,0.006,0.021,0.024,0.6,80.4
10106,울산광역시,울산광역시,2012,27.48,49.0,0.006,0.03,0.024,0.6,80.4
10107,울산광역시,울산광역시,2012,31.967,59.0,0.009,0.035,0.026,0.6,80.4
10108,울산광역시,울산광역시,2012,31.962,60.0,0.009,0.039,0.026,0.6,80.4
10109,울산광역시,울산광역시,2012,23.135,40.0,0.009,0.031,0.019,0.4,80.4
10110,울산광역시,울산광역시,2012,28.646,49.0,0.011,0.026,0.022,0.5,80.4
10111,울산광역시,울산광역시,2012,22.065,36.0,0.007,0.024,0.015,0.4,80.4
10112,울산광역시,울산광역시,2012,20.841,36.0,0.006,0.029,0.019,0.4,80.4
10113,울산광역시,울산광역시,2012,25.019,44.0,0.006,0.024,0.026,0.5,80.4
10114,울산광역시,울산광역시,2012,26.159,45.0,0.007,0.021,0.025,0.5,80.4
10115,울산광역시,울산광역시,2012,21.794,34.0,0.006,0.018,0.026,0.6,80.4
10116,울산광역시,울산광역시,2013,31.301,54.0,0.008,0.022,0.029,0.7,80.7
10117,울산광역시,울산광역시,2013,26.71,46.0,0.007,0.025,0.026,0.6,80.7
10118,울산광역시,울산광역시,2013,34.269,64.0,0.008,0.032,0.027,0.6,80.7
10119,울산광역시,울산광역시,2013,24.855,46.0,0.007,0.038,0.023,0.5,80.7
10120,울산광역시,울산광역시,2013,31.319,59.0,0.011,0.038,0.027,0.5,80.7
10121,울산광역시,울산광역시,2013,27.779,49.0,0.013,0.03,0.024,0.4,80.7
10122,울산광역시,울산광역시,2013,25.892,44.0,0.011,0.027,0.019,0.4,80.7
10123,울산광역시,울산광역시,2013,27.836,49.0,0.011,0.033,0.022,0.5,80.7
10124,울산광역시,울산광역시,2013,19.68,32.0,0.007,0.027,0.017,0.4,80.7
10125,울산광역시,울산광역시,2013,21.085,36.0,0.006,0.026,0.02,0.4,80.7
10126,울산광역시,울산광역시,2013,24.199,41.0,0.006,0.021,0.024,0.5,80.7
10127,울산광역시,울산광역시,2013,26.831,45.0,0.006,0.018,0.026,0.6,80.7
10128,울산광역시,울산광역시,2014,31.434,55.0,0.008,0.02,0.028,0.6,81.0
10129,울산광역시,울산광역시,2014,26.459,45.0,0.007,0.025,0.024,0.6,81.0
10130,울산광역시,울산광역시,2014,26.832,49.0,0.007,0.031,0.025,0.5,81.0
10131,울산광역시,울산광역시,2014,29.738,56.0,0.01,0.036,0.029,0.5,81.0
10132,울산광역시,울산광역시,2014,34.391,67.0,0.01,0.042,0.026,0.5,81.0
10133,울산광역시,울산광역시,2014,26.231,48.0,0.009,0.035,0.02,0.4,81.0
10134,울산광역시,울산광역시,2014,26.109,45.0,0.009,0.029,0.021,0.5,81.0
10135,울산광역시,울산광역시,2014,19.576,32.0,0.007,0.027,0.018,0.4,81.0
10136,울산광역시,울산광역시,2014,20.926,35.0,0.006,0.027,0.016,0.4,81.0
10137,울산광역시,울산광역시,2014,22.471,39.0,0.006,0.025,0.021,0.4,81.0
10138,울산광역시,울산광역시,2014,27.185,46.0,0.006,0.018,0.027,0.6,81.0
10139,울산광역시,울산광역시,2014,23.276,38.0,0.006,0.018,0.023,0.5,81.0
10140,울산광역시,울산광역시,2015,27.0,46.0,0.006,0.019,0.025,0.6,81.34
10141,울산광역시,울산광역시,2015,32.0,64.0,0.006,0.024,0.024,0.6,81.34
10142,울산광역시,울산광역시,2015,29.0,59.0,0.008,0.029,0.026,0.6,81.34
10143,울산광역시,울산광역시,2015,25.0,49.0,0.008,0.034,0.024,0.5,81.34
10144,울산광역시,울산광역시,2015,31.0,57.0,0.012,0.04,0.028,0.5,81.34
10145,울산광역시,울산광역시,2015,30.0,50.0,0.01,0.035,0.023,0.5,81.34
10146,울산광역시,울산광역시,2015,22.0,38.0,0.009,0.027,0.018,0.5,81.34
10147,울산광역시,울산광역시,2015,24.0,38.0,0.009,0.034,0.018,0.5,81.34
10148,울산광역시,울산광역시,2015,13.0,28.0,0.006,0.029,0.015,0.4,81.34
10149,울산광역시,울산광역시,2015,18.0,31.0,0.005,0.019,0.022,0.5,81.34
10150,울산광역시,울산광역시,2015,23.0,39.0,0.005,0.016,0.025,0.6,81.34
10151,울산광역시,울산광역시,2015,24.743,43.0,0.006,0.026,0.022,0.5,81.34
10152,울산광역시,울산광역시,2016,24.0,43.0,0.005,0.02,0.026,0.6,81.75
10153,울산광역시,울산광역시,2016,21.0,42.0,0.006,0.026,0.023,0.5,81.75
10154,울산광역시,울산광역시,2016,28.0,50.0,0.007,0.028,0.026,0.5,81.75
10155,울산광역시,울산광역시,2016,27.0,61.0,0.008,0.035,0.024,0.5,81.75
10156,울산광역시,울산광역시,2016,29.0,57.0,0.009,0.041,0.024,0.5,81.75
10157,울산광역시,울산광역시,2016,25.0,41.0,0.009,0.034,0.022,0.5,81.75
10158,울산광역시,울산광역시,2016,19.0,32.0,0.009,0.025,0.019,0.4,81.75
10159,울산광역시,울산광역시,2016,16.0,32.0,0.006,0.033,0.015,0.4,81.75
10160,울산광역시,울산광역시,2016,20.0,35.0,0.006,0.027,0.018,0.4,81.75
10161,울산광역시,울산광역시,2016,27.0,48.0,0.005,0.019,0.026,0.6,81.75
10162,울산광역시,울산광역시,2016,24.0,40.0,0.004,0.018,0.026,0.6,81.75
10163,울산광역시,울산광역시,2016,21.763,37.0,0.005,0.023,0.019,0.4,81.75
10164,울산광역시,울산광역시,2017,26.0,42.0,0.004,0.024,0.024,0.6,82.17
10165,울산광역시,울산광역시,2017,23.0,39.0,0.005,0.028,0.023,0.6,82.17
10166,울산광역시,울산광역시,2017,33.0,51.0,0.005,0.025,0.025,0.6,82.17
10167,울산광역시,울산광역시,2017,27.0,55.0,0.007,0.042,0.024,0.6,82.17
10168,울산광역시,울산광역시,2017,31.0,64.0,0.008,0.041,0.026,0.5,82.17
10169,울산광역시,울산광역시,2017,28.0,44.0,0.008,0.039,0.02,0.5,82.17
10170,울산광역시,울산광역시,2017,27.0,41.0,0.009,0.031,0.019,0.6,82.17
10171,울산광역시,울산광역시,2017,16.0,27.0,0.006,0.027,0.012,0.5,82.17
10172,울산광역시,울산광역시,2017,22.0,36.0,0.005,0.032,0.017,0.5,82.17
10173,울산광역시,울산광역시,2017,25.0,46.0,0.004,0.022,0.028,0.7,82.17
10174,울산광역시,울산광역시,2017,24.0,38.0,0.004,0.021,0.025,0.6,82.17
