Unnamed: 0,District,City,year,pm25,pm10,so2,o3,no2,co,AVG
9253,경상북도,포항,2018,27.0,47.0,0.004,0.027,0.017,0.5,82.93
9254,경상북도,포항,2018,26.0,49.0,0.005,0.033,0.016,0.5,82.24
9255,경상북도,포항,2018,26.0,49.0,0.005,0.033,0.016,0.5,82.93
9256,경상북도,포항,2018,27.0,45.0,0.005,0.042,0.016,0.5,82.24
9257,경상북도,포항,2018,27.0,45.0,0.005,0.042,0.016,0.5,82.93
9258,경상북도,포항,2018,32.0,64.0,0.005,0.049,0.014,0.5,82.24
9259,경상북도,포항,2018,32.0,64.0,0.005,0.049,0.014,0.5,82.93
9260,경상북도,포항,2018,29.0,50.0,0.005,0.047,0.014,0.5,82.24
9261,경상북도,포항,2018,29.0,50.0,0.005,0.047,0.014,0.5,82.93
9262,경상북도,포항,2018,29.0,40.0,0.005,0.048,0.013,0.4,82.24
9263,경상북도,포항,2018,29.0,40.0,0.005,0.048,0.013,0.4,82.93
9264,경상북도,포항,2018,25.0,36.0,0.006,0.032,0.011,0.5,82.24
9265,경상북도,포항,2018,25.0,36.0,0.006,0.032,0.011,0.5,82.93
9266,경상북도,포항,2018,13.0,24.0,0.004,0.026,0.01,0.3,82.24
9267,경상북도,포항,2018,13.0,24.0,0.004,0.026,0.01,0.3,82.93
9268,경상북도,포항,2018,14.0,27.0,0.003,0.033,0.012,0.4,82.24
9269,경상북도,포항,2018,14.0,27.0,0.003,0.033,0.012,0.4,82.93
9270,경상북도,포항,2018,29.0,48.0,0.004,0.025,0.019,0.4,82.24
9271,경상북도,포항,2018,29.0,48.0,0.004,0.025,0.019,0.4,82.93
9272,경상북도,포항,2018,18.0,38.0,0.003,0.022,0.018,0.5,82.24
9273,경상북도,포항,2018,18.0,38.0,0.003,0.022,0.018,0.5,82.93
9274,경상북도,포항,2018,19.151,31.0,0.004,0.03,0.014,0.5,82.24
9275,경상북도,포항,2018,19.151,31.0,0.004,0.03,0.014,0.5,82.93
9276,경상북도,포항,2019,27.0,47.0,0.003,0.028,0.018,0.5,82.54
9277,경상북도,포항,2019,27.0,47.0,0.003,0.028,0.018,0.5,83.35
9278,경상북도,포항,2019,27.0,45.0,0.003,0.032,0.017,0.5,82.54
9279,경상북도,포항,2019,27.0,45.0,0.003,0.032,0.017,0.5,83.35
9280,경상북도,포항,2019,29.0,52.0,0.003,0.042,0.016,0.4,82.54
9281,경상북도,포항,2019,29.0,52.0,0.003,0.042,0.016,0.4,83.35
9282,경상북도,포항,2019,16.0,42.0,0.004,0.04,0.016,0.4,82.54
9283,경상북도,포항,2019,16.0,42.0,0.004,0.04,0.016,0.4,83.35
9284,경상북도,포항,2019,23.0,49.0,0.004,0.053,0.019,0.4,82.54
9285,경상북도,포항,2019,23.0,49.0,0.004,0.053,0.019,0.4,83.35
9286,경상북도,포항,2019,17.0,36.0,0.004,0.043,0.015,0.5,82.54
9287,경상북도,포항,2019,17.0,36.0,0.004,0.043,0.015,0.5,83.35
9288,경상북도,포항,2019,14.0,29.0,0.004,0.033,0.009,0.3,82.54
9289,경상북도,포항,2019,14.0,29.0,0.004,0.033,0.009,0.3,83.35
9290,경상북도,포항,2019,16.0,29.0,0.005,0.033,0.011,0.4,82.54
9291,경상북도,포항,2019,16.0,29.0,0.005,0.033,0.011,0.4,83.35
9292,경상북도,포항,2019,13.0,27.0,0.005,0.03,0.011,0.4,82.54
9293,경상북도,포항,2019,13.0,27.0,0.005,0.03,0.011,0.4,83.35
9294,경상북도,포항,2019,19.0,42.0,0.004,0.027,0.016,0.5,82.54
9295,경상북도,포항,2019,19.0,42.0,0.004,0.027,0.016,0.5,83.35
9296,경상북도,포항,2019,22.0,39.0,0.004,0.023,0.018,0.6,82.54
9297,경상북도,포항,2019,22.0,39.0,0.004,0.023,0.018,0.6,83.35
9298,경상북도,포항,2019,19.602,33.0,0.004,0.031,0.011,0.4,82.54
9299,경상북도,포항,2019,19.602,33.0,0.004,0.031,0.011,0.4,83.35
9300,경상북도,포항,2020,21.0,37.0,0.004,0.027,0.017,0.6,82.88
9301,경상북도,포항,2020,21.0,37.0,0.004,0.027,0.017,0.6,83.57
9302,경상북도,포항,2020,20.0,38.0,0.004,0.032,0.016,0.5,82.88
9303,경상북도,포항,2020,20.0,38.0,0.004,0.032,0.016,0.5,83.57
9304,경상북도,포항,2020,15.0,41.0,0.004,0.037,0.015,0.5,82.88
9305,경상북도,포항,2020,15.0,41.0,0.004,0.037,0.015,0.5,83.57
9306,경상북도,포항,2020,15.0,42.0,0.004,0.047,0.012,0.4,82.88
9307,경상북도,포항,2020,15.0,42.0,0.004,0.047,0.012,0.4,83.57
9308,경상북도,포항,2020,15.0,38.0,0.004,0.043,0.011,0.4,82.88
9309,경상북도,포항,2020,15.0,38.0,0.004,0.043,0.011,0.4,83.57
9310,경상북도,포항,2020,16.0,35.0,0.005,0.045,0.012,0.4,82.88
9311,경상북도,포항,2020,16.0,35.0,0.005,0.045,0.012,0.4,83.57
9312,경상북도,포항,2020,11.0,23.0,0.004,0.03,0.011,0.4,82.88
9313,경상북도,포항,2020,11.0,23.0,0.004,0.03,0.011,0.4,83.57
9314,경상북도,포항,2020,16.0,28.0,0.004,0.026,0.01,0.3,82.88
9315,경상북도,포항,2020,16.0,28.0,0.004,0.026,0.01,0.3,83.57
9316,경상북도,포항,2020,15.0,31.0,0.005,0.034,0.012,0.4,82.88
9317,경상북도,포항,2020,15.0,31.0,0.005,0.034,0.012,0.4,83.57
9318,경상북도,포항,2020,18.0,38.0,0.003,0.027,0.016,0.5,82.88
9319,경상북도,포항,2020,18.0,38.0,0.003,0.027,0.016,0.5,83.57
9320,경상북도,포항,2020,20.0,39.0,0.003,0.027,0.016,0.6,82.88
9321,경상북도,포항,2020,20.0,39.0,0.003,0.027,0.016,0.6,83.57
9322,경상북도,포항,2020,20.978,36.0,0.004,0.034,0.014,0.5,82.88
9323,경상북도,포항,2020,20.978,36.0,0.004,0.034,0.014,0.5,83.57
9324,광주광역시,광주광역시,2010,28.064,46.0,0.006,0.017,0.026,0.7,80.63
9325,광주광역시,광주광역시,2010,23.609,39.0,0.004,0.019,0.025,0.6,80.63
9326,광주광역시,광주광역시,2010,34.33,65.0,0.003,0.026,0.02,0.5,80.63
9327,광주광역시,광주광역시,2010,23.348,42.0,0.004,0.031,0.021,0.5,80.63
9328,광주광역시,광주광역시,2010,31.658,62.0,0.003,0.039,0.018,0.5,80.63
9329,광주광역시,광주광역시,2010,20.802,39.0,0.003,0.037,0.017,0.4,80.63
9330,광주광역시,광주광역시,2010,17.203,27.0,0.002,0.024,0.011,0.4,80.63
9331,광주광역시,광주광역시,2010,17.336,28.0,0.002,0.022,0.01,0.3,80.63
9332,광주광역시,광주광역시,2010,18.271,29.0,0.003,0.022,0.014,0.4,80.63
9333,광주광역시,광주광역시,2010,24.39,42.0,0.004,0.022,0.021,0.5,80.63
9334,광주광역시,광주광역시,2010,38.059,70.0,0.004,0.015,0.027,0.6,80.63
9335,광주광역시,광주광역시,2010,31.716,54.0,0.005,0.016,0.025,0.7,80.63
9336,광주광역시,광주광역시,2011,21.539,34.0,0.005,0.02,0.024,0.6,80.94
9337,광주광역시,광주광역시,2011,34.039,60.0,0.005,0.02,0.031,0.8,80.94
9338,광주광역시,광주광역시,2011,29.416,55.0,0.004,0.03,0.021,0.5,80.94
9339,광주광역시,광주광역시,2011,27.801,54.0,0.003,0.038,0.021,0.5,80.94
9340,광주광역시,광주광역시,2011,34.271,67.0,0.003,0.038,0.016,0.5,80.94
9341,광주광역시,광주광역시,2011,23.848,45.0,0.003,0.038,0.013,0.4,80.94
9342,광주광역시,광주광역시,2011,17.336,28.0,0.002,0.022,0.01,0.3,80.94
9343,광주광역시,광주광역시,2011,16.67,27.0,0.003,0.024,0.012,0.3,80.94
9344,광주광역시,광주광역시,2011,18.278,30.0,0.003,0.025,0.015,0.4,80.94
9345,광주광역시,광주광역시,2011,23.255,40.0,0.003,0.021,0.022,0.5,80.94
9346,광주광역시,광주광역시,2011,24.365,38.0,0.004,0.016,0.023,0.7,80.94
9347,광주광역시,광주광역시,2011,22.551,35.0,0.004,0.015,0.022,0.6,80.94
9348,광주광역시,광주광역시,2012,27.479,45.0,0.005,0.017,0.025,0.7,81.14
9349,광주광역시,광주광역시,2012,24.158,40.0,0.005,0.022,0.023,0.6,81.14
9350,광주광역시,광주광역시,2012,24.606,45.0,0.004,0.032,0.021,0.5,81.14
9351,광주광역시,광주광역시,2012,23.33,45.0,0.003,0.038,0.018,0.4,81.14
9352,광주광역시,광주광역시,2012,28.795,56.0,0.004,0.042,0.018,0.5,81.14
9353,광주광역시,광주광역시,2012,19.281,35.0,0.003,0.037,0.014,0.4,81.14
9354,광주광역시,광주광역시,2012,15.944,24.0,0.003,0.025,0.011,0.4,81.14
9355,광주광역시,광주광역시,2012,15.248,22.0,0.003,0.024,0.01,0.4,81.14
9356,광주광역시,광주광역시,2012,18.627,32.0,0.003,0.029,0.016,0.4,81.14
9357,광주광역시,광주광역시,2012,22.45,39.0,0.003,0.024,0.022,0.5,81.14
9358,광주광역시,광주광역시,2012,25.775,43.0,0.005,0.019,0.024,0.6,81.14
9359,광주광역시,광주광역시,2012,20.603,31.0,0.005,0.018,0.022,0.6,81.14
9360,광주광역시,광주광역시,2013,30.917,52.0,0.006,0.02,0.028,0.8,81.52
9361,광주광역시,광주광역시,2013,23.823,40.0,0.005,0.024,0.024,0.6,81.52
9362,광주광역시,광주광역시,2013,31.688,59.0,0.005,0.033,0.022,0.6,81.52
9363,광주광역시,광주광역시,2013,24.356,46.0,0.005,0.041,0.02,0.5,81.52
9364,광주광역시,광주광역시,2013,29.137,57.0,0.004,0.043,0.018,0.5,81.52
9365,광주광역시,광주광역시,2013,22.708,42.0,0.004,0.041,0.016,0.5,81.52
9366,광주광역시,광주광역시,2013,20.053,33.0,0.004,0.028,0.01,0.4,81.52
9367,광주광역시,광주광역시,2013,19.041,32.0,0.004,0.031,0.012,0.4,81.52
9368,광주광역시,광주광역시,2013,18.981,33.0,0.004,0.031,0.017,0.4,81.52
9369,광주광역시,광주광역시,2013,19.695,32.0,0.004,0.023,0.021,0.5,81.52
9370,광주광역시,광주광역시,2013,23.956,39.0,0.005,0.018,0.025,0.6,81.52
9371,광주광역시,광주광역시,2013,26.118,42.0,0.005,0.016,0.026,0.7,81.52
9372,광주광역시,광주광역시,2014,30.605,52.0,0.006,0.017,0.028,0.7,81.87
9373,광주광역시,광주광역시,2014,27.23,46.0,0.005,0.024,0.024,0.7,81.87
9374,광주광역시,광주광역시,2014,27.006,49.0,0.004,0.031,0.023,0.6,81.87
9375,광주광역시,광주광역시,2014,22.867,43.0,0.004,0.04,0.02,0.5,81.87
9376,광주광역시,광주광역시,2014,31.414,64.0,0.004,0.048,0.015,0.4,81.87
9377,광주광역시,광주광역시,2014,21.438,41.0,0.003,0.043,0.013,0.4,81.87
9378,광주광역시,광주광역시,2014,17.32,29.0,0.003,0.032,0.012,0.4,81.87
9379,광주광역시,광주광역시,2014,19.557,32.0,0.003,0.027,0.022,0.6,81.87
9380,광주광역시,광주광역시,2014,18.744,31.0,0.004,0.021,0.028,0.5,81.87
9381,광주광역시,광주광역시,2014,18.908,32.0,0.003,0.023,0.02,0.4,81.87
9382,광주광역시,광주광역시,2014,22.809,37.0,0.004,0.018,0.025,0.6,81.87
9383,광주광역시,광주광역시,2014,24.403,35.0,0.004,0.017,0.021,0.9,81.87
9384,광주광역시,광주광역시,2015,27.0,43.0,0.004,0.017,0.024,0.6,82.2
9385,광주광역시,광주광역시,2015,33.0,59.0,0.004,0.026,0.021,0.6,82.2
9386,광주광역시,광주광역시,2015,35.0,64.0,0.004,0.031,0.023,0.5,82.2
9387,광주광역시,광주광역시,2015,24.0,40.0,0.003,0.035,0.019,0.5,82.2
9388,광주광역시,광주광역시,2015,24.0,41.0,0.003,0.044,0.018,0.4,82.2
9389,광주광역시,광주광역시,2015,27.0,41.0,0.003,0.042,0.014,0.5,82.2
9390,광주광역시,광주광역시,2015,22.0,31.0,0.003,0.032,0.011,0.4,82.2
9391,광주광역시,광주광역시,2015,22.0,29.0,0.003,0.028,0.012,0.4,82.2
9392,광주광역시,광주광역시,2015,16.0,25.0,0.002,0.031,0.014,0.3,82.2
9393,광주광역시,광주광역시,2015,25.0,35.0,0.002,0.014,0.025,0.5,82.2
9394,광주광역시,광주광역시,2015,27.0,42.0,0.003,0.014,0.026,0.6,82.2
9395,광주광역시,광주광역시,2015,25.778,49.0,0.002,0.028,0.021,0.4,82.2
9396,광주광역시,광주광역시,2016,26.0,39.0,0.003,0.02,0.024,0.6,82.53
9397,광주광역시,광주광역시,2016,24.0,44.0,0.004,0.029,0.021,0.6,82.53
9398,광주광역시,광주광역시,2016,29.0,52.0,0.003,0.033,0.022,0.5,82.53
9399,광주광역시,광주광역시,2016,29.0,64.0,0.003,0.039,0.018,0.4,82.53
9400,광주광역시,광주광역시,2016,27.0,49.0,0.003,0.046,0.016,0.4,82.53
9401,광주광역시,광주광역시,2016,23.0,35.0,0.002,0.039,0.013,0.4,82.53
9402,광주광역시,광주광역시,2016,15.0,23.0,0.002,0.03,0.011,0.3,82.53
9403,광주광역시,광주광역시,2016,17.0,28.0,0.002,0.037,0.014,0.4,82.53
9404,광주광역시,광주광역시,2016,21.0,31.0,0.002,0.03,0.014,0.4,82.53
9405,광주광역시,광주광역시,2016,26.0,44.0,0.003,0.018,0.024,0.6,82.53
9406,광주광역시,광주광역시,2016,26.0,40.0,0.003,0.016,0.025,0.6,82.53
9407,광주광역시,광주광역시,2016,20.134,32.0,0.003,0.019,0.019,0.5,82.53
9408,광주광역시,광주광역시,2017,30.0,47.0,0.003,0.023,0.023,0.5,82.83
9409,광주광역시,광주광역시,2017,23.0,35.0,0.003,0.029,0.022,0.5,82.83
9410,광주광역시,광주광역시,2017,33.0,49.0,0.003,0.025,0.025,0.5,82.83
9411,광주광역시,광주광역시,2017,26.0,54.0,0.002,0.041,0.018,0.4,82.83
9412,광주광역시,광주광역시,2017,24.0,56.0,0.003,0.042,0.017,0.4,82.83
9413,광주광역시,광주광역시,2017,22.0,35.0,0.002,0.044,0.015,0.4,82.83
9414,광주광역시,광주광역시,2017,16.0,24.0,0.002,0.031,0.011,0.3,82.83
9415,광주광역시,광주광역시,2017,15.0,24.0,0.002,0.03,0.012,0.4,82.83
9416,광주광역시,광주광역시,2017,22.0,34.0,0.002,0.033,0.015,0.4,82.83
9417,광주광역시,광주광역시,2017,31.0,50.0,0.003,0.017,0.026,0.6,82.83
9418,광주광역시,광주광역시,2017,28.0,44.0,0.003,0.017,0.024,0.6,82.83
9419,광주광역시,광주광역시,2017,19.329,33.0,0.002,0.024,0.017,0.4,82.83
9420,광주광역시,광주광역시,2018,28.0,45.0,0.003,0.02,0.024,0.6,83.16
9421,광주광역시,광주광역시,2018,31.0,50.0,0.003,0.026,0.024,0.6,83.16
9422,광주광역시,광주광역시,2018,32.0,48.0,0.002,0.033,0.019,0.6,83.16
9423,광주광역시,광주광역시,2018,25.0,56.0,0.002,0.036,0.016,0.5,83.16
9424,광주광역시,광주광역시,2018,21.0,40.0,0.002,0.039,0.013,0.4,83.16
9425,광주광역시,광주광역시,2018,27.0,41.0,0.002,0.041,0.011,0.4,83.16
9426,광주광역시,광주광역시,2018,15.0,26.0,0.003,0.022,0.009,0.4,83.16
9427,광주광역시,광주광역시,2018,14.0,24.0,0.003,0.027,0.008,0.4,83.16
9428,광주광역시,광주광역시,2018,13.0,25.0,0.002,0.029,0.013,0.4,83.16
9429,광주광역시,광주광역시,2018,36.0,59.0,0.003,0.015,0.03,0.7,83.16
9430,광주광역시,광주광역시,2018,26.0,43.0,0.003,0.018,0.024,0.6,83.16
9431,광주광역시,광주광역시,2018,20.471,34.0,0.003,0.024,0.019,0.5,83.16
9432,광주광역시,광주광역시,2019,33.0,53.0,0.003,0.021,0.025,0.6,83.53
9433,광주광역시,광주광역시,2019,34.0,57.0,0.003,0.028,0.02,0.6,83.53
9434,광주광역시,광주광역시,2019,39.0,63.0,0.002,0.036,0.022,0.5,83.53
9435,광주광역시,광주광역시,2019,20.0,43.0,0.002,0.036,0.019,0.4,83.53
9436,광주광역시,광주광역시,2019,22.0,50.0,0.003,0.048,0.017,0.4,83.53
9437,광주광역시,광주광역시,2019,25.0,40.0,0.002,0.039,0.014,0.4,83.53
9438,광주광역시,광주광역시,2019,17.0,29.0,0.002,0.029,0.011,0.3,83.53
9439,광주광역시,광주광역시,2019,17.0,31.0,0.003,0.031,0.011,0.4,83.53
9440,광주광역시,광주광역시,2019,15.0,27.0,0.003,0.027,0.012,0.4,83.53
9441,광주광역시,광주광역시,2019,20.0,43.0,0.003,0.021,0.023,0.5,83.53
9442,광주광역시,광주광역시,2019,22.0,33.0,0.003,0.019,0.025,0.6,83.53
9443,광주광역시,광주광역시,2019,20.36,35.0,0.003,0.025,0.017,0.4,83.53
9444,광주광역시,광주광역시,2020,27.0,36.0,0.003,0.022,0.021,0.6,83.8
9445,광주광역시,광주광역시,2020,21.0,32.0,0.003,0.027,0.018,0.5,83.8
9446,광주광역시,광주광역시,2020,18.0,35.0,0.003,0.033,0.015,0.4,83.8
9447,광주광역시,광주광역시,2020,17.0,38.0,0.003,0.043,0.013,0.4,83.8
9448,광주광역시,광주광역시,2020,18.0,31.0,0.002,0.041,0.01,0.4,83.8
9449,광주광역시,광주광역시,2020,18.0,31.0,0.002,0.04,0.009,0.3,83.8
9450,광주광역시,광주광역시,2020,9.0,15.0,0.002,0.028,0.008,0.3,83.8
9451,광주광역시,광주광역시,2020,14.0,22.0,0.003,0.021,0.006,0.3,83.8
9452,광주광역시,광주광역시,2020,13.0,21.0,0.003,0.029,0.011,0.3,83.8
9453,광주광역시,광주광역시,2020,20.0,32.0,0.003,0.021,0.019,0.5,83.8
9454,광주광역시,광주광역시,2020,24.0,33.0,0.003,0.018,0.022,0.5,83.8
9455,광주광역시,광주광역시,2020,18.285,31.0,0.003,0.028,0.016,0.4,83.8
9456,대구광역시,대구광역시,2010,33.167,56.0,0.009,0.014,0.031,0.7,80.24
9457,대구광역시,대구광역시,2010,28.687,49.0,0.007,0.018,0.028,0.6,80.24
9458,대구광역시,대구광역시,2010,36.326,69.0,0.005,0.025,0.024,0.5,80.24
9459,대구광역시,대구광역시,2010,25.57,47.0,0.005,0.03,0.025,0.5,80.24
9460,대구광역시,대구광역시,2010,28.524,55.0,0.005,0.034,0.021,0.4,80.24
9461,대구광역시,대구광역시,2010,24.942,47.0,0.005,0.039,0.021,0.5,80.24
9462,대구광역시,대구광역시,2010,21.603,36.0,0.004,0.022,0.015,0.4,80.24
9463,대구광역시,대구광역시,2010,22.312,38.0,0.004,0.022,0.017,0.4,80.24
9464,대구광역시,대구광역시,2010,21.446,36.0,0.004,0.018,0.021,0.4,80.24
9465,대구광역시,대구광역시,2010,25.256,43.0,0.005,0.016,0.026,0.5,80.24
9466,대구광역시,대구광역시,2010,38.609,70.0,0.007,0.013,0.037,0.7,80.24
9467,대구광역시,대구광역시,2010,37.546,67.0,0.007,0.013,0.034,0.7,80.24
9468,대구광역시,대구광역시,2011,24.431,41.0,0.006,0.019,0.024,0.5,80.59
9469,대구광역시,대구광역시,2011,35.96,65.0,0.007,0.017,0.036,0.7,80.59
9470,대구광역시,대구광역시,2011,30.85,58.0,0.006,0.029,0.026,0.5,80.59
9471,대구광역시,대구광역시,2011,26.232,51.0,0.004,0.039,0.024,0.5,80.59
9472,대구광역시,대구광역시,2011,32.66,66.0,0.004,0.038,0.023,0.4,80.59
9473,대구광역시,대구광역시,2011,23.918,46.0,0.004,0.041,0.022,0.5,80.59
9474,대구광역시,대구광역시,2011,21.261,35.0,0.004,0.021,0.015,0.4,80.59
9475,대구광역시,대구광역시,2011,19.657,32.0,0.003,0.021,0.015,0.4,80.59
9476,대구광역시,대구광역시,2011,18.004,32.0,0.003,0.026,0.019,0.3,80.59
9477,대구광역시,대구광역시,2011,24.733,44.0,0.004,0.018,0.031,0.5,80.59
9478,대구광역시,대구광역시,2011,27.552,47.0,0.005,0.015,0.029,0.6,80.59
9479,대구광역시,대구광역시,2011,25.511,43.0,0.006,0.014,0.028,0.5,80.59
9480,대구광역시,대구광역시,2012,29.834,51.0,0.007,0.016,0.028,0.6,80.98
9481,대구광역시,대구광역시,2012,27.668,49.0,0.006,0.02,0.027,0.5,80.98
9482,대구광역시,대구광역시,2012,26.003,48.0,0.005,0.032,0.023,0.5,80.98
9483,대구광역시,대구광역시,2012,25.644,50.0,0.004,0.038,0.02,0.4,80.98
9484,대구광역시,대구광역시,2012,24.955,49.0,0.004,0.04,0.02,0.4,80.98
9485,대구광역시,대구광역시,2012,19.976,37.0,0.004,0.037,0.012,0.3,80.98
9486,대구광역시,대구광역시,2012,20.072,34.0,0.003,0.028,0.012,0.4,80.98
9487,대구광역시,대구광역시,2012,16.542,27.0,0.003,0.026,0.011,0.3,80.98
9488,대구광역시,대구광역시,2012,18.425,31.0,0.003,0.025,0.018,0.4,80.98
9489,대구광역시,대구광역시,2012,24.793,43.0,0.004,0.018,0.026,0.5,80.98
9490,대구광역시,대구광역시,2012,27.661,48.0,0.005,0.015,0.026,0.5,80.98
9491,대구광역시,대구광역시,2012,26.947,43.0,0.006,0.013,0.028,0.7,80.98
9492,대구광역시,대구광역시,2013,36.63,65.0,0.008,0.015,0.034,0.7,81.32
9493,대구광역시,대구광역시,2013,28.822,50.0,0.007,0.019,0.03,0.6,81.32
9494,대구광역시,대구광역시,2013,31.431,60.0,0.005,0.029,0.027,0.5,81.32
9495,대구광역시,대구광역시,2013,23.379,45.0,0.004,0.036,0.022,0.4,81.32
9496,대구광역시,대구광역시,2013,26.2,52.0,0.004,0.042,0.019,0.4,81.32
9497,대구광역시,대구광역시,2013,23.08,44.0,0.003,0.038,0.016,0.4,81.32
9498,대구광역시,대구광역시,2013,19.388,32.0,0.003,0.026,0.012,0.4,81.32
9499,대구광역시,대구광역시,2013,22.051,39.0,0.003,0.028,0.015,0.4,81.32
9500,대구광역시,대구광역시,2013,18.413,31.0,0.002,0.024,0.017,0.4,81.32
9501,대구광역시,대구광역시,2013,20.434,35.0,0.003,0.019,0.023,0.4,81.32
9502,대구광역시,대구광역시,2013,24.257,42.0,0.003,0.014,0.029,0.5,81.32
9503,대구광역시,대구광역시,2013,28.162,48.0,0.006,0.013,0.032,0.6,81.32
9504,대구광역시,대구광역시,2014,34.042,60.0,0.008,0.014,0.038,0.7,81.66
9505,대구광역시,대구광역시,2014,27.468,50.0,0.005,0.021,0.03,0.5,81.66
9506,대구광역시,대구광역시,2014,26.841,50.0,0.004,0.028,0.026,0.5,81.66
9507,대구광역시,대구광역시,2014,26.525,53.0,0.004,0.036,0.027,0.4,81.66
9508,대구광역시,대구광역시,2014,29.09,60.0,0.004,0.046,0.022,0.4,81.66
9509,대구광역시,대구광역시,2014,21.029,42.0,0.002,0.041,0.015,0.3,81.66
9510,대구광역시,대구광역시,2014,20.471,38.0,0.003,0.032,0.015,0.3,81.66
9511,대구광역시,대구광역시,2014,16.013,27.0,0.002,0.025,0.015,0.3,81.66
9512,대구광역시,대구광역시,2014,18.669,33.0,0.003,0.026,0.017,0.3,81.66
9513,대구광역시,대구광역시,2014,20.037,36.0,0.003,0.018,0.026,0.3,81.66
9514,대구광역시,대구광역시,2014,27.407,49.0,0.004,0.012,0.034,0.5,81.66
9515,대구광역시,대구광역시,2014,25.842,44.0,0.005,0.014,0.027,0.5,81.66
9516,대구광역시,대구광역시,2015,33.0,54.0,0.005,0.013,0.031,0.5,82.08
9517,대구광역시,대구광역시,2015,33.0,66.0,0.005,0.019,0.026,0.5,82.08
9518,대구광역시,대구광역시,2015,29.0,61.0,0.004,0.027,0.027,0.5,82.08
9519,대구광역시,대구광역시,2015,22.0,42.0,0.003,0.034,0.019,0.4,82.08
9520,대구광역시,대구광역시,2015,25.0,48.0,0.003,0.044,0.018,0.4,82.08
9521,대구광역시,대구광역시,2015,28.0,47.0,0.003,0.042,0.016,0.4,82.08
9522,대구광역시,대구광역시,2015,20.0,34.0,0.003,0.03,0.014,0.3,82.08
9523,대구광역시,대구광역시,2015,22.0,37.0,0.003,0.031,0.016,0.3,82.08
9524,대구광역시,대구광역시,2015,15.0,30.0,0.002,0.025,0.017,0.3,82.08
9525,대구광역시,대구광역시,2015,22.0,34.0,0.003,0.014,0.022,0.4,82.08
9526,대구광역시,대구광역시,2015,31.0,51.0,0.004,0.011,0.026,0.6,82.08
9527,대구광역시,대구광역시,2015,23.737,43.0,0.003,0.023,0.022,0.4,82.08
9528,대구광역시,대구광역시,2016,30.0,49.0,0.004,0.015,0.027,0.6,82.42
9529,대구광역시,대구광역시,2016,25.0,45.0,0.004,0.022,0.023,0.5,82.42
9530,대구광역시,대구광역시,2016,29.0,52.0,0.004,0.028,0.023,0.4,82.42
9531,대구광역시,대구광역시,2016,25.0,60.0,0.004,0.035,0.02,0.4,82.42
9532,대구광역시,대구광역시,2016,26.0,48.0,0.004,0.042,0.017,0.3,82.42
9533,대구광역시,대구광역시,2016,24.0,39.0,0.003,0.037,0.014,0.3,82.42
9534,대구광역시,대구광역시,2016,19.0,29.0,0.003,0.028,0.012,0.3,82.42
9535,대구광역시,대구광역시,2016,17.0,28.0,0.003,0.033,0.012,0.3,82.42
9536,대구광역시,대구광역시,2016,20.0,33.0,0.003,0.025,0.016,0.3,82.42
9537,대구광역시,대구광역시,2016,31.0,52.0,0.004,0.013,0.029,0.5,82.42
